,label,full_m_text
597,misinformation,President Trump Gives Permission for US Troops to Stay at Trump Hotel in Washington DC via @gatewaypundit  https://t.co/LahrWy0Xuq
4298,misinformation,கோவாக்சினில் கன்றுக்குட்டியின் சீரம் இருக்கிறதா ?| அரசு மற்றும் பாரத் பயோடெக் விளக்கம் !  via @youturn_in https://t.co/Nc9RUjqfZS
1925,misinformation,"نشرت سائحة دنماركية صورة حديثة للطفل الذي وجدته سابقًا في ""نيجيريا"" وقد تم التخلي عنه حينها بحجة أنه ""مسحور"" حيث تبنته للعلاج. ♥️  https://t.co/MGYkZqoUV7"
1058,misinformation,"""38% of beer-drinking Americans would not buy Corona under any circumstances now

16% of beer drinking Americans were confused about whether Corona beer is related to the coronavirus""  https://t.co/Dvz6trWx2N"
2272,misinformation,"La historia de Ai Fen, la médica que dio el primer alerta por el coronavirus y fue ignorada y sancionada por el régimen chino - Infobae  https://t.co/k5gSIsNUKx"
1438,misinformation,"El emir de Bahréin llegó a Dubai con su robot guardaespaldas. 
Los robots de la era espacial ya no son una fantasía.  https://t.co/vUyhIe1g9g"
1276,misinformation,"A group of parents in Florida sent their kids' face masks to a lab for analysis. The resulting report found five masks were contaminated with bacteria, parasites, and fungi, including three with dangerous pathogenic and pneumonia-causing bacteria.
 https://t.co/gY7edaH8nN"
2806,misinformation,Iran Raises Red Flag Over ‘Messianic Mosque’ Declaring ‘End-of-Days’ War’ for First Time Ever  https://t.co/IKZCJ8eKxJ
659,misinformation,Nicht genug #Corona-Patienten: Krankenhaus in Ingelheim wird geschlossen. 🤦‍♀️  https://t.co/Jg9V0jGh8C
640,misinformation,"Suppressed Scientific Studies Prove Masks are Ineffective and Unsafe

 https://t.co/76b6CEstx1"
4666,misinformation,"Fake news issued by the Indian govt as a coronavirus advisory can risk million of lives during a dangerous epidemic.

No, homeopathic drug ‘Arsenicum album 30’ cannot prevent Coronavirus infection, as claimed by AYUSH ministry | @Neurophysik  via @AltNews https://t.co/3U7TF7JzEH"
3601,misinformation,"🔴Mort de DMX - Le site MTO News affirme s'être entretenu avec un membre de la famille du rappeur, lequel prétend qu'il s'était fait vacciner une semaine auparavant. Il réfute que la mort soit due à une overdose de drogue. 🤔 📢
@ADv_in21 @ComploTisss 
 https://t.co/vlkPYyrGjw"
2880,misinformation,"A screenshot of a tweet claiming to show a gaffe by Congress leader Rahul Gandhi - where he supposedly referred to late actor Sushant Singh Rajput as a 'cricketer', is edited and fake. @RahulGandhi #BOOMFactCheck #FakeNews #SushantSinghRajput #Congress

 https://t.co/QenTH4x9eI"
1622,misinformation,Using term 'illegal alien' in New York City could result in hefty fine   https://t.co/bkm4gRe8SQ https://t.co/e7xPVXvhQv
3688,misinformation,"Vaccin contre l’hépatite B et sclérose en plaques : non, la justice européenne n’a pas reconnu le lien  https://t.co/AJEs3Sy0eJ"
1096,factual,"A huge caravan of supporters of President Donald Trump reportedly blocked the road to a voting centre in Temecula, California, on Sunday afternoon, prompting would-be voters to call the police.  Trump is inciting acts that could harm the public.  https://t.co/dd4chyTAVc"
428,misinformation,"هذه تحتاج من العرب والمسلمين موقف أكبر من موقفهم تجاه تحويل آيا صوفيا الى مسجد، فأول القبلتين هناك- ""غوغل"" و""أبل"" يحذفان فلسطين من خرائطهما - الإمارات اليوم -  https://t.co/pIRWFnkTe0"
4523,misinformation,False claim: Newly inaugurated bridge by PM Modi collapses in 3 months   https://t.co/I8fBtQiwZI
3262,misinformation,"CEO da Moderna admite que sua vacina altera o DNA humano!
  https://t.co/tOPQA87N08 https://t.co/r1axvufxat"
1603,misinformation,President Trump retweeted a post by comedian Terrence K. Williams that wrongly purports to show Rep. Ilhan Omar “celebrating” on the anniversary of 9/11. The video was actually from a Congressional Black Caucus event on Sept. 13.  https://t.co/sva0Hn4Toj
568,misinformation,Le strade di #Beirut dopo la devastante esplosione  https://t.co/J7gjSDFk8z
3827,factual,"Rep. Gohmert suggested at a Congressional hearing that climate change could be combatted by altering the orbit of the moon, and asked an official from the U.S. Forest Service if there was anything her agency could do to do so.  https://t.co/6fNpZJ42QG"
1383,misinformation,Report: Wisconsin Election Clerks May Have Illegally Altered Thousands of Ballots  via @BreitbartNews https://t.co/lauK3E2ooB
521,misinformation,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.  https://t.co/ojrwKnTDtY
1897,misinformation,Covid-19: Vaccines extended to people aged 60 to 64  https://t.co/OGSeYLqMXP
3951,misinformation,"Here's @RaheemKassam 's article I referenced in my #WYNK IN THE MORNING

Biden Quietly Revokes Trump’s Ban on Chinese Communist Propaganda in Schools - The National Pulse   https://t.co/VAG8dsJQ3d https://t.co/1Vg34QxTZS"
4490,misinformation,"कर्नाटकातल्या प्रताप नावाच्या तरूणाने ड्रोन निर्मितीत मिळवलेले कौशल्य, त्याची हुशारी पाहून थेट नरेंद्र मोदींनी त्याला बोलावून डीआरडीओमध्ये नोकरी दिल्याची एक कथा सोशल मीडियावर व्हायरल आहे. ती फॉरवर्ड किंवा रिट्‌विट करण्यापूर्वी वस्तुस्थिती वाचा #FakeNews 
 https://t.co/qHsWm9qF7v"
2018,factual,"453 سفينة تنتظر العبور، بعد استئناف حركة الملاحة في  #قناة_السويس
التفاصيل: 

#اقتصاد_الشرق  https://t.co/vU78GyMkMM https://t.co/NcaFqmZ6HU"
3020,misinformation,"Recently, the Centers for Disease Control and Prevention reported that more than 5,800 out of 75 million fully vaccinated people in the U.S. have been infected with COVID-19.  https://t.co/hJebiJIgER"
373,misinformation,"Ayatollah Tabrizian, ein führender Geistlicher des iranischen Regimes, schrieb: ""Gehen Sie nicht in die Nähe derer, die den COVID-Impfstoff erhalten haben. Sie sind Homosexuelle geworden. “ #Homophobie
cc: @Lokoschat @ronzheimer @JanFeddersen @queer_de 
 https://t.co/M3Yhd4EMDE"
4390,misinformation,"Ted Cruz did not Tweet in 2016 ""I’ll Believe in Climate Change When Texas Freezes Over?""  https://t.co/SSKBq6jNPL"
1242,misinformation,Golfinhos retornam aos canais de Veneza após isolamento de humanos:  #CoronavirusPandemic  https://t.co/tA9FbN6M4y https://t.co/BOjre1pzSB
1105,misinformation,Une infirmière s’évanouit en direct après avoir été vaccinée contre le Covid-19 !  https://t.co/UfSca5pTTS
3123,misinformation,"Several Twitter users on Monday falsely claimed that Jianli Yang is a former officer of the China's People Liberation Army who admitted that China suffered more than 100 casualties at #GalwanValley in #Ladakh. #BOOMFactCheck #FakeNews #China

 https://t.co/hxcRWf1kdk"
3623,misinformation,L’histoire fausse du bateau « réapparu après avoir disparu quatre-vingt-dix ans dans le triangle des Bermudes »   https://t.co/EaAz6GmCTF https://t.co/Ho1ZN0us0f
3963,factual,"Un total de 1.532 mujeres afrontan causas penales por aborto y 37 por eventos obstétricos criminalizados en 17 provincias argentinas, reveló un informe actualizado y presentado este lunes por el Centro de Estudios Legales y Sociales (@CELS_Argentina)
 https://t.co/X1H8veFanZ"
1842,misinformation, https://t.co/QRB1suNRA4
1765,misinformation,"GOP Rep. Doug Collins - ranking member of the Judiciary Committee - quotes Pelosi as saying ""it would be dangerous to leave it to voters to determine whether President Trump stays in office."" That's not what she said.  https://t.co/77i8MhWrvt"
1878,misinformation,"NEVER BEFORE SEEN VIDEO directly contradicts Gov't Affidavit in Jacob Chansley and other January 6th indictments. USCP gave protestors permission to enter and stay in the Capitol. 

 https://t.co/t5iWTigSP8"
3236,misinformation,"An image of PM Modi greeting a woman has been morphed to falsely show that he was greeting RIL director Nita Ambani.

Original image was published in 2018 in which PM Modi was greeting Deepika Mondol an NGO (Divyajyoti Cultural Org).

Will they apologize?
  https://t.co/oaZUjWeZmI"
3103,misinformation,"#BharatBiotech and the Ministry of Health and Family Welfare have refuted viral claims that the indigenously produced #Covaxin contains new born calf serum cells in it. #COVID19 #CovidVaccine #Covid19India

 https://t.co/jsifv5a96C"
1683,misinformation,HHS Report: Average Health Insurance Premiums Doubled Under Obamacare  https://t.co/oGr2Az6iUH
2294,misinformation,"Boletim de fake news - 14/04, 22h 
Novas
- Filha presidente Santander texto - 
- Virology center pH Covid-19 - 
- Índia processa China - 
- Isolamento é pior Harvard -  https://t.co/2DB5Raj4dk https://t.co/1FJhotrUCJ https://t.co/QMVvTSWH76 https://t.co/7LlfVOgXmH"
2420,misinformation,"ONU convida Lula para discursar, após fiasco de Bolsonaro  
#IssoAGloboNaoMostra https://t.co/bwERuxbb1l"
2628,misinformation,"Sacaron la estatua de Néstor Kirchner de la sede de Unasur en Ecuador
 https://t.co/94uzDCzrGm"
3322,misinformation,La ONU admite que una vacuna de Bill Gates está provocando un brote de poliomielitis en África  https://t.co/TOrlNQOhrB
1989,misinformation,La NASA publica la grabación hecha desde el rover durante su aterrizaje sobre la superficie del planeta  https://t.co/TltWPYtldL
3324,misinformation,"Madrid, la CCAA con mejor resultado en los rankings de competitividad económica que elabora la UE.

Su modelo fiscal implica un PIB más alto, menos tasa de paro y economía sumergida.

La peor, Cataluña. El ""infierno fiscal” la ha llevado al vagón de cola. 
 https://t.co/skGeBxMPXo"
3401,misinformation,"Last night, Pence said, ""10 cents on the dollar from the Clinton Foundation goes to charitable causes."" False.   https://t.co/hkiUaueVRm https://t.co/KQ5HF0g27h"
3808,misinformation,Biden's Climate Requirements: Cut 90% of Red Meat From Diet; Americans Can Only Eat One Burger Per Month  via @gatewaypundit https://t.co/a34GF9ASGs
1815,misinformation,"A study was published by Johns Hopkins claiming that COVID-19 has ‘Relatively No Effect on Deaths’ in U.S. But... since that doesn't help the liberals scare us all into communist submission... looks like someone made them take the report down. 🤷🏾‍♂️-VJ
 https://t.co/U4JJ0uhbQg"
4085,misinformation,"प्रियंका गांधी वाड्रा की 2017 में की गई एक रैली की फ़ोटो को कुछ भक्तों ने फोटोशॉप करके उन्हें क्रॉस पहने हुए दिखाया है। 
असल तस्वीरें यहाँ देखें। 
No, Priyanka Gandhi is not wearing a cross; 2017 rally picture photoshopped. #PriyankaGandhi  via @AltNews https://t.co/GZuOoMgQg6"
283,misinformation,Iran launches ballistic missiles from underground for the first time  https://t.co/oIRY2ksZTg
4348,misinformation,.@narendramodi Addressing a massive BJP rally in Kolkata.  https://t.co/uDpIAFDMgw
4381,misinformation,"Trump Lawyer Sidney Powell: ‘President Trump Won by a Landslide, We Are Going to Prove It’

“We will not be intimidated. We are not going to back down. We are going to clean this mess up now.

 https://t.co/iMxJMtpYwG"
3531,misinformation,"""You never let a serious crisis go to waste."" - Rahm Emanuel Pelosi Actually Slowed Coronavirus Funding so Dems Could Campaign On It on Super Tuesday   https://t.co/jFwXJGC8g1"
3516,misinformation,"No. Obama is not the founder of ISIS. #TrumpLies
 https://t.co/G6smNWTB8x"
300,misinformation,"Kremlin says allegations of Russia's involvement in recent large-scale protests in France are absolute ""slander""   https://t.co/BSeuO11pkQ https://t.co/0YiwaZWKef"
667,misinformation,"La robe que Melania a porté pour la fête de l’indépendance Américaine.
Cette robe est en hommage a tous les enfants sacrifiés lors de rituels. Des enfants victimes de ses horribles crimes ont dessiné a leurs façons ce qu’ils avaient vécu.  https://t.co/8QyhRR9yh0"
3116,misinformation,"An offensive painting of Hindu deity Krishna was revived and shared on social media by Deepak Chaurasia, Shehzad Poonawalla and others. The painting dates back to 2015 and the man responsible was arrested by Assam police. #AltNewsFactCheck  https://t.co/30QYnPLB7K"
366,misinformation,"Ukrainian oligarch Kolomoiskyi, during an interview in Israel, repeats the #Kremlin’s narrative that #Russia is not a party to #Donbass conflict, and that #Ukraine should negotiate with breakaway #Donetsk &amp; #Luhansk directly 

 https://t.co/aZh8azw2pD"
1386,misinformation,Report: Wisconsin Election Clerks May Have Illegally Altered Thousands of Ballots  via @BreitbartNews https://t.co/5FkZWV0TbJ
3228,misinformation,"कांग्रेस मेम्बर्स ने PM मोदी का एक वीडियो शेयर करते हुए ये दिखाने की कोशिश की कि वो एक खाली फ़ील्ड को हाथ हिलाकर अभिवादन कर रहे हैं. ऐसा दिखाने के लिए वीडियो को ब्लर और म्यूट किया गया, असली वीडियो में भीड़ दिख रही है. #AltNewsFactCheck | @Pooja_Chaudhuri 
 https://t.co/YZ9UN0DPxU"
460,misinformation,"Não é verdade que o professor Tasuku Honjo, vencedor do Prêmio Nobel, disse que o coronavírus foi criado em laboratório. Entenda o caso aqui  https://t.co/4i64z4i85e"
762,misinformation,"When ""Shanti doors"" face extential threat , this is what they do...  https://t.co/ZWXq0ArkEe"
4526,misinformation,"It is being claimed that PM @narendramodi has said that country's first metro was started due to the efforts of Atal Bihari Vajpayee.

FACT: The claim is misleading! PM mentioned Atal Bihari Vajpayee in the context of Delhi Metro.

Read PM's speech here👉   https://t.co/BziTQ8s44M https://t.co/bgsSKlxNeA"
1875,misinformation,Video Shows the U.S. Capitol Police Gave Protesters the OK to Enter  https://t.co/CgAKAbDka3
4601,misinformation,"'An Absolute Disgraceful Act': Abraham Lincoln Monument Torched In Chicago 
They don’t want America they don’t want the constitution Democrats don’t want to even vote they want to burn it up and live and their filth.
 via @gatewaypundit https://t.co/KYIz957RrZ"
2261,misinformation,Rainha Elizabeth II testou positivo para o novo coronavírus  https://t.co/3iFxXLcika
1144,misinformation,"As usual #Muslims pretending to be worth more than what they actually are, creating unnecessary pressure on #PaulPogba who has no intentions of giving up his millions of dollars over a 7th century Arab #warlord.

 https://t.co/T0d2Lue440"
2887,misinformation,"Fact Check: Did Rahul Gandhi call Sushant Singh Rajput a cricketer in his condolence tweet? - Fact Check News

Why Bhakts can’t keep their photoshop in pants in these tough times?   https://t.co/r9kxdufl6i"
291,misinformation,"Gilead Sciences says experimental drug remdesivir has proved effective against the new coronavirus in a major U.S. government study that put it to a strict test
 https://t.co/FQ254NZQrq"
4680,misinformation,"பாரத் பயோடெக்கின் #கோவாக்சின் தடுப்பூசியை 2-18 வயதிற்கு உட்பட்டோருக்கு செலுத்தி 2/3ம் கட்ட மருத்துவ ஆய்வு நடத்த  அனுமதி

India's apex drug regulator grants permission for conducting phase II/III clinical trials of Bharat Biotech's #Covaxin in 2-18 age group: Union health ministry  https://t.co/myLt6GxgpD"
4058,misinformation,"3 Year old Hindu girl daughter of Tejveer pratam raped and killed in Aligarh, Utter pradesh  https://t.co/8xau8GDyDY"
2646,misinformation,"Para financiar la construcción de la refinería de Dos Bocas, en el municipio de Paraíso, Tabasco, participan dos bancos chinos con alrededor de 600 millones de dólares afirmó el embajador de China en México, Zhu Qingqiau   https://t.co/0o4x8JuB2C https://t.co/M6UBqTmyCp"
412,misinformation,Google y Apple eliminan ‘Palestina’ de mapas causando protestas | Últimas Noticias  @simangeo @PelaoIsa @psicosocialite @ZablahMimi @pradopicon @LivePalestina @mayanaro21 @rafaelasf7 @princesaastrid @Triangulacion https://t.co/x9IMbRalGH
67,misinformation,"Donald Trump: “La OMS admitió que yo tenía razón, las cuarentenas están matando países en todo el mundo” - Infobae  https://t.co/DInTpXaB6z"
3730,misinformation,"THE GRETA THUNBERG EFFECT It isn't climate change as 200 arsonists start the fires in Australia and are charged.  
#AustralianWildFires
#AustraliaBurning
#Australia
@KAYDM49
@AintSnp
@TommyRommel92
@OzraeliAvi
 https://t.co/hMIXNUJ4Q2"
479,misinformation,E' RICOVERATA ALLO SPALLANZANI DI ROMA CON POLMONITE DA COVID UNA VENTENNE ROMANA  https://t.co/0vXOkML4xS
1464,misinformation,"#IEWorld | The WHO had recommended loosening control on cannabis, to make research into its medical use easier. It was earlier put in the same category as heroin and synthetic opioids

 https://t.co/zvxYUlFUjy"
4400,misinformation,"#Trump

Le juge de la Cour suprême, Clarence Thomas, déclare que les entreprises de médias sociaux n'ont pas le droit d'interdire les discours protégés ! 

 via @gatewaypundit https://t.co/SmtmVXq17L"
1610,misinformation,Cotton: Durbin 'Has a History' of Misrepresenting What Happens in WH Meetings  https://t.co/YsaAEKAH0Y
4503,misinformation,"A video from 2015 has been shared as illegal Bangladeshis crossing over to the Indian side of the border after the passing of the Citizenship Amendment Bill (CAB). #AltNewsFactCheck | @Priyankajha0 

 https://t.co/dcCvXzukGy"
1623,misinformation,"Those who use the term “illegal alien” in New York City will be hit with a fine as high as $250,000, the city’s human rights panel has determined.  https://t.co/ROpMsjrLlY"
2908,misinformation,"Мусульманам в России запретили браки с иноверцами

Это может привести к большим проблемам, считает исламовед Роман Силантьев   https://t.co/hVpofyFs8v https://t.co/Qd3vmGb9NC"
3348,misinformation,"4th place runner Rebecca Washington is set to replace Sha'Carri Richardson on the U.S. Olympic team.

The Mormon athlete says she hopes to help inspire the nation's children to say ""no"" to drugs.  https://t.co/HceurVPg0N"
4023,misinformation,"رجل افريقي نشر صورته معبراً عن سعادته الغامرة بركوب بص تقوده إمرأة لأول مرة في حياته.
بعد عشر دقائق نفس الرجل نشر صورته بدون تعليق..  https://t.co/9lOCTWg0eE"
1601,misinformation,"Otro estudio, en este caso un ensayo con pacientes con Covid-19 y síntomas leves, que tampoco encuentra beneficios a la hidroxicloroquina
 https://t.co/ohXG6GSdia"
4032,misinformation,"I looked really, really hard to see if any of the studies recommend going out 4 mos like Trudeau has...nope.
#TrudeauVaccineFailure 
 https://t.co/n595GfTK4q"
308,misinformation,"👉 If @StateDept claims the mounting global questions about US role in #COVID19 pandemic are mere ""Iran-made conspiracy theories"", then US must answer some of these questions asked by the Global Research.



@USAdarFarsi 
@statedeptspox  https://t.co/A9sD9mNiQZ https://t.co/TQ8NyKRJF2"
2789,misinformation,"An old image of #RSS volunteers carrying relief supplies during the 2013 #Uttarakhand floods is being circulated on social media with a false claim that the photo shows volunteers from RSS helping people in the recent #UttarakhandGlacierBurst tragedy.

 https://t.co/uSuGp6JMfx"
2728,misinformation,Don't breathe a sigh of relief just yet. #LicenseToDiscriminate  https://t.co/BwobxGArgU
3768,factual,"He wasn't free-wheeling and erratic like Trump, or cool and professorial like Obama. During his first news conference, Biden was equal parts empathetic and off the cuff, with flashes of another one of his trademarks: impatience. @anniekarni and me 

 https://t.co/4K3pTFSsyh"
2605,misinformation,"#Video ▶️
Agreden #Taxistas a presunto conductor de UBER en #Cuautitlán.

 https://t.co/6swW3vJNKj"
450,factual,"24zampe di Guido Minciotti.  Caldo e secco, milioni di cavallette su campi e orti in Sardegna  https://t.co/1VxBSacsSR"
700,misinformation,"Como sospechábamos, la supuesta afirmación del Nobel Tasuku Honjo sobre que el #coronavirus se ha fabricado es falsa.
 https://t.co/1qE62tIbZQ"
91,misinformation,"Vem de Cuba a esperança para o mundo! 
 https://t.co/luS1KJOViL"
3443,misinformation,"Democratic presidential nominee Joe Biden inflated the number of U.S. military service members who have died from coronavirus by a factor of approximately 1,000.

  https://t.co/UTE8eDdy7J https://t.co/6USFTMgBpq"
4162,misinformation,"A morphed image was shared to portray that West Bengal CM Mamata Banerjee got up from the wheelchair and walked after her hospital release. It is viral with false claims suggesting she faked her injury. #AltNewsFactCheck | @ArchitMeta 

 https://t.co/sylD2N4t5Z"
4289,factual,Half of Boys in Youth Jails Black or Ethnic Minority   https://t.co/6PWbe14BSn https://t.co/4ydqS4sBOs
3307,misinformation,Un té caliente de limón y bicarbonato no elimina el coronavirus  https://t.co/NcybixBxDL
3397,factual,Report: Mnuchin Requested Use Of Government Jet For His Honeymoon  #USRC  https://t.co/Djmaw3e1Lu https://t.co/CFC08Ja76c
2162,misinformation,"The #transportdepartment has launched the drive after instructions from the #PrimeMinister's Office.
 https://t.co/67ENv1lpzt"
2414,misinformation,"Boletim de fake news - 11/09, 19h 
Novas
- Lei Bolsonaro acaba Dia das Bruxas - 
- Tênia retirada boca vídeo - 
- Vacina Covid-19 matou três jovens - 
- Empresa balanços jornais -  https://t.co/Z7s5JNSj1B https://t.co/cWY2IZLSV6 https://t.co/7cC5YgzBPT https://t.co/TXy0ZssHi9"
3609,misinformation,"Why did it take 5 months ? : Elections Integrity Org Identifies 12,547 Illegal Votes Included In Georgia's 2020 Election Results - Exceeds Margin of Victory In the State  https://t.co/F4H35OeZgU"
3344,factual,"Opozycję proszę o kilkukrotne przeczytanie tej oceny KE. 
 https://t.co/uuJO6K0Mf0"
2572,misinformation,"Norwegen modifiziert nach einigen ungeklärten Todesfällen die Impfempfehlungen zu BioNTech und Moderna: Geringes, aber doch Risiko für sehr alte Menschen über 80, die Vorerkrankungen wie Herzinsuffizienz, Demenz oder Lungenschäden haben. Abgeraten.  https://t.co/iUfpf63RRl"
2199,misinformation,"Claim: If farmers are rioting in #Delhi, are BJP workers preaching peace in #WestBengal
Conclusion: @darpan_today found that the BJP workers were throwing stones at a TRS MLA's house over his alleged comments on Ram temple donation.
Courtesy: @boomlive_in  https://t.co/Mqog0dftni"
2120,misinformation,False claim suggests 40 out of 62 AAP MLAs are accused of rape  via @AltNews https://t.co/gUuNphHULE
719,misinformation,"重磅消息

Moderna首席医疗官承认MRNA可以改变DNA。
  https://t.co/FjODtBhPaA"
703,misinformation,"94% van de seizoensgriep gebonden ""covid-doden""  hadden nog weinig levensverwachting. Dit is waarom we het ""old men's friend"" noemen. 75% zijn immers mannen...  https://t.co/I0aweGhi9X"
70,misinformation,"Trump: OMS admitió que yo tenía razón, las cuarentenas están matando países -►   https://t.co/hhRDnhdwVs https://t.co/v99JflcMfu"
4478,misinformation,"A picture showing Congress leader @priyankagandhi hugging a woman has gone viral on social media with captions purportedly claiming that the woman in the photo is a naxalite who has been posing as a relative of the #Hathras victim. #BOOMFactCheck #FakeNews
 https://t.co/iLoaVc4gv7"
4330,factual,Extremely rare yellow turtle spotted in India  https://t.co/wKVwWhO05Y
3499,misinformation,Shots fired.  https://t.co/JjA2dG8zNN
3282,misinformation,Un furgón de los Mossos d'Escuadra atropella a un manifestante en Tarragona  https://t.co/thQRdpqpLa
631,factual,Le vaccin d’AstraZeneca contre le Covid-19 change de nom et devient « Vaxzevria »   https://t.co/z5shAdOLru https://t.co/dNNGwXRfVL
748,misinformation,"एक वीडियो शेयर करते हुए दावा किया जा रहा है कि जयपुर के आमागढ़ किला से भगवा झंडा उतारे जाने के बाद विधायक रामकेश मीणा को हिन्दूवादियों ने पीटा. ये वीडियो रामकेश मीणा का ही है लेकिन 2018 की एक घटना से जुड़ा है. पढ़िए #AltNewsFactCheck | @hereiskinjal

 https://t.co/PfKDAO7s4M"
4528,misinformation,"ABVP and BJP members claimed that SFI activist Soori Krishnan pretended to have suffered injuries during #JNUViolence. #AltNewsFactCheck provides visual evidence of lacerations in Krishnan's head. | @Pooja_Chaudhuri @free_thinker 

 https://t.co/h4aCIb0QMh"
148,misinformation,"Washington Post confirma origen del paciente cero del coronavirus, era empleado de un laboratorio de virología en Wuhan: El COVID-19 se originó en el laboratorio del Instituto de Virología de Wuhan y el régimen Chino destruyó hizo de todo para ocultarlo  https://t.co/iX8KomCrii"
1915,misinformation,"نشرت سائحة دنماركية صورة حديثة للطفل الذي وجدته سابقًا في ""نيجيريا"" وقد تم التخلي عنه حينها بحجة أنه ""مسحور"" حيث تبنته للعلاج. ♥️  https://t.co/4sNAziNEYI"
3893,misinformation,Getting questions from the media about a large carcass off Indonesia. Not a giant squid!   https://t.co/ClvOqmebXy https://t.co/Xoz2ohAXxS
2557,misinformation,inside look at the protests in Cuba  https://t.co/aIeqnLwyb5
3471,factual,"""Clinton says almost a half-million immigrants still eligible for DACA, particularly Asians""

Ruling: True
 https://t.co/VAO50mBDI2"
36,misinformation,"Donald Trump: “La OMS admitió que yo tenía razón, las cuarentenas están matando países en todo el mundo” - Infobae  https://t.co/emBZXH2lQv"
666,misinformation,"In einem Facebook-Beitrag wird behauptet, bei der Spanischen Grippe 1918 habe „allein die Impfung 50 Millionen Menschen getötet“. Das stimmt nicht – zu dieser Zeit gab es noch gar keine Grippeimpfungen.  https://t.co/KwIzhKy8Ys"
4091,misinformation,"A fake tweet portraying the BJP announcing an alliance with AIMIM for West Bengal elections was shared on social media. #AltNewsFactCheck | @stoic_annu 

 https://t.co/GYyLDiI9El"
416,misinformation,"هذه تحتاج من العرب والمسلمين موقف أكبر من موقفهم تجاه تحويل آيا صوفيا الى مسجد، فأول القبلتين هناك- ""غوغل"" و""أبل"" يحذفان فلسطين من خرائطهما - الإمارات اليوم -  https://t.co/pIRWFnkTe0"
327,misinformation,Indonesia says Chinese firm Sinovac's #coronavirus vaccine shows up to 97 per cent efficacy in trials  https://t.co/Nga7Avlxsk
2208,misinformation,"#WebQoof | A morphed screenshot of a tweet posted by former US President Barack Obama has gone viral, claiming that he is “ashamed of shaking hands with Prime Minister Narendra Modi”.

 https://t.co/7Cu7PDMhF8"
4665,misinformation,"Thank you @Neurophysik and @altnews for this. I've been trying hard to convince family and relatives otherwise but every time I'm told...""But it's endorsed by AYUSH ministry.""
h/t @gauravraikar

 https://t.co/komGhS9Uf6"
537,misinformation,"La ironía de Vacuna de Pfizer ™ 
#CoronavirusVaccine 
Vaporizer Cartridge
 Made un China  https://t.co/OPvB4j9L6X"
3457,misinformation,"Washington Post gives Schiff three Pinocchois for saying Trump whistleblower has ""statutory right to anonymity""   https://t.co/eKvINHqJqv https://t.co/x2ykVFJHC1"
3286,misinformation,"No, no hay pruebas de que Bill Gates sea el propietario de la patente del brote del nuevo coronavirus iniciado en China #DatosCoronavirus  https://t.co/046WSfX0NE"
4180,misinformation,"कांग्रेस नेता ओमवीर यादव, नगमा और यूथ कांग्रेस सेंट्रल UP ने एक वीडियो शेयर करते हुए दावा किया कि UP में एक बुज़ुर्ग ने योगी आदित्यनाथ को अपनी गली में आने से रोक दिया और उन्हें वापस जाना पड़ा. ये दावा पूरी तरह से ग़लत है. #AltNewsFactCheck | @Priyankajha0

 https://t.co/1dcJ53OsKK"
2755,misinformation,"#WebQoof | A video of a group of men licking utensils is going viral with the claim that it shows Muslims trying to spread coronavirus. But it's fake news. #CoronavirusFacts

 https://t.co/8Ob9CEXug0"
1592,misinformation,"L'Ufficio censimento degli Stati Uniti conferma l'ENORME CONFLITTO nel numero totale di elettori nelle elezioni del 2020. C è una discrepanza di quasi quattro milioni di voti.
 https://t.co/INo9YwgfTk"
4268,misinformation,Hydroxychloroquine rated 'most effective therapy' by doctors for coronavirus: Global survey - Washington Times  https://t.co/kcR7Rtyql9
3163,misinformation,"Kangana Ranaut claimed she was 'forced' to vote for Shiv Sena in polls. However, BJP candidates of BJP-Shiv Sena alliance had contested both parliamentary and assembly elections from her constituency last year. #AltNewsFactCheck | @Pooja_Chaudhuri 

 https://t.co/ga3NtP5S8O"
1846,misinformation,Trump said Obama “did nothing” from August to Nov. 8 about Russian interference in the election. Here are the facts:  https://t.co/IgKTjYCDXl
3096,misinformation,"A photo circulating online purports to show Italian President Sergio Mattarella being arrested by US forces

But the man in the picture is actually a former US ambassador with his security guards  https://t.co/55COnnmcIM"
16,misinformation,Portugal - Confirmado primeiro caso de português com coronavírus  https://t.co/0HazXHtEBb
1253,misinformation,The video shows a group of security forces personnel dancing to Daler Mehndi's Bolo Ta Ra Ra Ra. Viral post claims these were soldiers celebrating after the air strikes in Balakot  via @boomlive_in https://t.co/Qu2NhCfdSD
1667,misinformation,"🚨BREAKING🚨National File has a series of photos from the 1986 yearbook of Mark Kelly, the Democrat Senate candidate in Arizona, which show him dressed as Nazi dictator Adolf Hitler for a Halloween party while attending the Merchant Marine Academy.

 https://t.co/qw69JxCnzX"
2139,misinformation,"वायरल हुए एक वीडियो के साथ दावा किया गया है कि बिहार के एक BJP नेता नरेंद्र मोदी का मुखौटा पहनकर पहुंचे थे इसलिए लोगों ने उन्हें भगा दिया. असल में वीडियो इंदौर का है और उन्हें भगाने वाले कांग्रेस पार्टी से जुड़े थे. पढ़िए #AltNewsFactCheck | @aqib_starlin

 https://t.co/AF9MJL1c5s"
2335,misinformation,CDC investigating heart inflammation in young people who receive COVID vaccine   https://t.co/IKy9YLMQXu
